SE_NM,SGG_NM,SPOT_NM,STA_NM,GRDNT_VAL,SLANT_GRD_CD
갯벌,서천군,선도리,선도리갯벌,44.14,C
갯바위,삼척시,갈남리,갈남해수욕장,44.16,C
갯바위,부산시,이기대,이기대갯바위,44.16,C
갯바위,삼척시,갈남리,갈남해수욕장,44.22,C
갯바위,부산시,이기대,이기대갯바위,44.22,C
갯바위,부안군,격포리,채석강,44.25,C
갯바위,삼척시,갈남리,갈남해수욕장,44.3,C
방파제,울산시,방어진항,방어진항방파제,44.35,C
갯바위,삼척시,갈남리,갈남해수욕장,44.42,C
방파제,영덕군,축산항,축산방파제,44.42,C
갯벌,서천군,선도리,선도리갯벌,44.45,C
갯바위,삼척시,갈남리,갈남해수욕장,44.46,C
갯벌,서천군,선도리,선도리갯벌,44.49,C
갯바위,부산시,이기대,이기대갯바위,44.5,C
갯바위,부산시,이기대,이기대갯바위,44.5,C
갯바위,삼척시,갈남리,갈남해수욕장,44.58,C
갯바위,삼척시,갈남리,갈남해수욕장,44.61,C
갯바위,삼척시,갈남리,갈남해수욕장,44.62,C
갯벌,서천군,선도리,선도리갯벌,44.63,C
갯바위,삼척시,갈남리,갈남해수욕장,44.64,C
갯바위,삼척시,갈남리,갈남해수욕장,44.66,C
방파제,영덕군,축산항,축산방파제,44.67,C
갯바위,삼척시,갈남리,갈남해수욕장,44.69,C
방파제,영덕군,축산항,축산방파제,44.7,C
갯바위,삼척시,갈남리,갈남해수욕장,44.75,C
갯바위,삼척시,갈남리,갈남해수욕장,44.77,C
갯바위,부산시,이기대,이기대갯바위,44.78,C
갯바위,부산시,이기대,이기대갯바위,44.79,C
갯바위,부산시,이기대,이기대갯바위,44.79,C
갯바위,삼척시,갈남리,갈남해수욕장,44.87,C
갯바위,부안군,격포리,채석강,44.87,C
갯바위,부산시,이기대,이기대갯바위,44.9,C
갯바위,부산시,대변항,대변항 북측 갯바위,44.95,C
갯바위,부산시,이기대,이기대갯바위,44.97,C
갯바위,부산시,대변항,대변항 북측 갯바위,45.01,C
갯벌,서천군,선도리,선도리갯벌,45.01,C
갯바위,부산시,이기대,이기대갯바위,45.06,C
갯바위,삼척시,갈남리,갈남해수욕장,45.12,C
갯바위,삼척시,갈남리,갈남해수욕장,45.14,C
갯벌,태안군,방포항,할미할아비바위,45.16,C
갯벌,서천군,선도리,선도리갯벌,45.19,C
갯바위,삼척시,갈남리,갈남해수욕장,45.24,C
갯바위,부산시,이기대,이기대갯바위,45.25,C
갯벌,서천군,선도리,선도리갯벌,45.3,C
갯바위,삼척시,갈남리,갈남해수욕장,45.33,C
갯바위,삼척시,갈남리,갈남해수욕장,45.33,C
갯바위,부안군,격포리,채석강,45.36,C
갯바위,삼척시,갈남리,갈남해수욕장,45.37,C
갯벌,서천군,선도리,선도리갯벌,45.42,C
갯벌,태안군,방포항,할미할아비바위,45.43,C
방파제,영덕군,축산항,축산방파제,45.44,C
갯벌,서천군,선도리,선도리갯벌,45.48,C
갯벌,서천군,선도리,선도리갯벌,45.48,C
갯벌,서천군,선도리,선도리갯벌,45.49,C
갯바위,부산시,이기대,이기대갯바위,45.51,C
갯벌,태안군,방포항,할미할아비바위,45.53,C
갯바위,삼척시,갈남리,갈남해수욕장,45.56,C
갯바위,삼척시,갈남리,갈남해수욕장,45.57,C
갯바위,삼척시,갈남리,갈남해수욕장,45.59,C
갯바위,부산시,이기대,이기대갯바위,45.59,C
방파제,영덕군,축산항,축산방파제,45.59,C
방파제,영덕군,축산항,축산방파제,45.64,C
갯바위,삼척시,갈남리,갈남해수욕장,45.65,C
갯바위,삼척시,갈남리,갈남해수욕장,45.68,C
방파제,영덕군,축산항,축산방파제,45.69,C
갯바위,삼척시,갈남리,갈남해수욕장,45.79,C
갯벌,서천군,선도리,선도리갯벌,45.79,C
갯바위,삼척시,갈남리,갈남해수욕장,45.8,C
갯벌,서천군,선도리,선도리갯벌,45.83,C
갯바위,부산시,이기대,이기대갯바위,45.84,C
갯벌,서천군,선도리,선도리갯벌,45.86,C
갯벌,서천군,선도리,선도리갯벌,45.92,C
갯벌,서천군,선도리,선도리갯벌,45.96,C
갯바위,삼척시,갈남리,갈남해수욕장,46,C
갯바위,부산시,이기대,이기대갯바위,46.04,C
갯바위,삼척시,갈남리,갈남해수욕장,46.06,C
갯바위,삼척시,갈남리,갈남해수욕장,46.08,C
방파제,영덕군,축산항,축산방파제,46.11,C
갯벌,태안군,방포항,할미할아비바위,46.13,C
갯바위,부산시,이기대,이기대갯바위,46.16,C
갯벌,서천군,선도리,선도리갯벌,46.18,C
갯바위,삼척시,갈남리,갈남해수욕장,46.2,C
갯바위,부산시,이기대,이기대갯바위,46.2,C
갯바위,삼척시,갈남리,갈남해수욕장,46.22,C
갯바위,부안군,격포리,채석강,46.23,C
갯바위,부산시,이기대,이기대갯바위,46.25,C
갯바위,삼척시,갈남리,갈남해수욕장,46.26,C
갯바위,부산시,이기대,이기대갯바위,46.28,C
갯바위,삼척시,갈남리,갈남해수욕장,46.32,C
갯바위,삼척시,갈남리,갈남해수욕장,46.33,C
갯바위,삼척시,갈남리,갈남해수욕장,46.36,C
갯바위,삼척시,갈남리,갈남해수욕장,46.38,C
해수욕장,포항시,오도1리,오도리 해수욕장,46.4,C
갯바위,부산시,대변항,대변항 북측 갯바위,46.4,C
갯바위,삼척시,갈남리,갈남해수욕장,46.44,C
갯바위,삼척시,갈남리,갈남해수욕장,46.48,C
갯바위,부산시,이기대,이기대갯바위,46.51,C
갯벌,태안군,방포항,할미할아비바위,46.54,C
갯벌,서천군,선도리,선도리갯벌,46.55,C
갯벌,서천군,선도리,선도리갯벌,46.56,C
갯바위,삼척시,갈남리,갈남해수욕장,46.59,C
갯바위,삼척시,갈남리,갈남해수욕장,46.63,C
갯벌,태안군,방포항,할미할아비바위,46.65,C
갯바위,삼척시,갈남리,갈남해수욕장,46.67,C
갯벌,서천군,선도리,선도리갯벌,46.68,C
갯바위,삼척시,갈남리,갈남해수욕장,46.69,C
갯바위,삼척시,갈남리,갈남해수욕장,46.73,C
갯바위,부산시,이기대,이기대갯바위,46.75,C
갯바위,삼척시,갈남리,갈남해수욕장,46.77,C
갯벌,서천군,선도리,선도리갯벌,46.78,C
갯바위,삼척시,갈남리,갈남해수욕장,46.8,C
갯바위,삼척시,갈남리,갈남해수욕장,46.81,C
갯바위,부산시,이기대,이기대갯바위,46.86,C
방파제,영덕군,축산항,축산방파제,46.9,C
갯바위,부산시,이기대,이기대갯바위,46.91,C
갯벌,태안군,방포항,할미할아비바위,46.95,C
갯바위,삼척시,갈남리,갈남해수욕장,46.98,C
갯벌,서천군,선도리,선도리갯벌,47.04,C
해수욕장,포항시,오도1리,오도리 해수욕장,47.06,C
방파제,영덕군,축산항,축산방파제,47.13,C
갯바위,부산시,이기대,이기대갯바위,47.17,C
갯바위,삼척시,갈남리,갈남해수욕장,47.19,C
갯벌,서천군,선도리,선도리갯벌,47.19,C
갯바위,삼척시,갈남리,갈남해수욕장,47.24,C
방파제,영덕군,축산항,축산방파제,47.25,C
갯바위,삼척시,갈남리,갈남해수욕장,47.3,C
갯바위,삼척시,갈남리,갈남해수욕장,47.3,C
갯바위,삼척시,갈남리,갈남해수욕장,47.33,C
방파제,영덕군,축산항,축산방파제,47.35,C
갯바위,삼척시,갈남리,갈남해수욕장,47.4,C
갯바위,부산시,이기대,이기대갯바위,47.43,C
갯벌,태안군,방포항,할미할아비바위,47.45,C
해수욕장,포항시,오도1리,오도리 해수욕장,47.46,C
갯벌,서천군,선도리,선도리갯벌,47.47,C
갯바위,삼척시,갈남리,갈남해수욕장,47.48,C
갯바위,부산시,이기대,이기대갯바위,47.49,C
갯바위,삼척시,갈남리,갈남해수욕장,47.51,C
갯바위,부안군,격포리,채석강,47.52,C
갯바위,삼척시,갈남리,갈남해수욕장,47.58,C
갯바위,삼척시,갈남리,갈남해수욕장,47.59,C
갯바위,삼척시,갈남리,갈남해수욕장,47.6,C
갯벌,서천군,선도리,선도리갯벌,47.61,C
갯바위,삼척시,갈남리,갈남해수욕장,47.62,C
갯벌,서천군,선도리,선도리갯벌,47.64,C
갯바위,삼척시,갈남리,갈남해수욕장,47.66,C
방파제,영덕군,축산항,축산방파제,47.68,C
방파제,영덕군,축산항,축산방파제,47.69,C
갯바위,삼척시,갈남리,갈남해수욕장,47.84,C
갯바위,부산시,이기대,이기대갯바위,47.84,C
갯벌,서천군,선도리,선도리갯벌,47.85,C
갯벌,서천군,선도리,선도리갯벌,47.89,C
갯벌,태안군,방포항,할미할아비바위,47.92,C
갯바위,삼척시,갈남리,갈남해수욕장,48.02,C
갯바위,부산시,이기대,이기대갯바위,48.02,C
갯바위,삼척시,갈남리,갈남해수욕장,48.05,C
갯벌,서천군,선도리,선도리갯벌,48.1,C
갯벌,서천군,선도리,선도리갯벌,48.11,C
갯바위,삼척시,갈남리,갈남해수욕장,48.14,C
갯바위,부산시,대변항,대변항 북측 갯바위,48.16,C
갯바위,삼척시,갈남리,갈남해수욕장,48.17,C
갯바위,부산시,이기대,이기대갯바위,48.21,C
갯벌,서천군,선도리,선도리갯벌,48.21,C
갯벌,서천군,선도리,선도리갯벌,48.24,C
갯바위,삼척시,갈남리,갈남해수욕장,48.28,C
갯바위,부산시,이기대,이기대갯바위,48.29,C
갯바위,삼척시,갈남리,갈남해수욕장,48.35,C
갯벌,서천군,선도리,선도리갯벌,48.35,C
갯바위,삼척시,갈남리,갈남해수욕장,48.36,C
갯바위,부산시,이기대,이기대갯바위,48.36,C
갯바위,삼척시,갈남리,갈남해수욕장,48.37,C
방파제,영덕군,축산항,축산방파제,48.37,C
갯바위,삼척시,갈남리,갈남해수욕장,48.48,C
갯바위,부산시,이기대,이기대갯바위,48.48,C
갯벌,서천군,선도리,선도리갯벌,48.48,C
갯벌,서천군,선도리,선도리갯벌,48.5,C
갯벌,서천군,선도리,선도리갯벌,48.54,C
갯벌,서천군,선도리,선도리갯벌,48.57,C
갯벌,서천군,선도리,선도리갯벌,48.62,C
갯바위,부산시,이기대,이기대갯바위,48.66,C
갯바위,부산시,대변항,대변항 북측 갯바위,48.71,C
갯바위,삼척시,갈남리,갈남해수욕장,48.75,C
갯바위,삼척시,갈남리,갈남해수욕장,48.84,C
갯바위,부산시,이기대,이기대갯바위,48.88,C
갯바위,부산시,이기대,이기대갯바위,48.92,C
갯바위,삼척시,갈남리,갈남해수욕장,48.98,C
갯바위,삼척시,갈남리,갈남해수욕장,48.99,C
갯바위,삼척시,갈남리,갈남해수욕장,49.03,C
방파제,영덕군,축산항,축산방파제,49.09,C
갯바위,삼척시,갈남리,갈남해수욕장,49.1,C
갯바위,부산시,이기대,이기대갯바위,49.1,C
갯바위,삼척시,갈남리,갈남해수욕장,49.11,C
갯벌,서천군,선도리,선도리갯벌,49.12,C
갯벌,서천군,선도리,선도리갯벌,49.13,C
방파제,영덕군,축산항,축산방파제,49.14,C
갯바위,삼척시,갈남리,갈남해수욕장,49.16,C
해수욕장,포항시,오도1리,오도리 해수욕장,49.26,C
갯벌,서천군,선도리,선도리갯벌,49.29,C
갯바위,부산시,이기대,이기대갯바위,49.3,C
갯바위,삼척시,갈남리,갈남해수욕장,49.34,C
갯바위,부산시,대변항,대변항 북측 갯바위,49.35,C
갯벌,서천군,선도리,선도리갯벌,49.35,C
갯벌,서천군,선도리,선도리갯벌,49.41,C
방파제,영덕군,축산항,축산방파제,49.51,C
갯바위,삼척시,갈남리,갈남해수욕장,49.53,C
방파제,울산시,방어진항,방어진항방파제,49.53,C
갯벌,태안군,방포항,할미할아비바위,49.54,C
갯바위,부산시,이기대,이기대갯바위,49.55,C
갯바위,부산시,이기대,이기대갯바위,49.55,C
갯바위,부산시,이기대,이기대갯바위,49.57,C
갯바위,삼척시,갈남리,갈남해수욕장,49.61,C
갯바위,삼척시,갈남리,갈남해수욕장,49.62,C
갯벌,서천군,선도리,선도리갯벌,49.7,C
갯바위,삼척시,갈남리,갈남해수욕장,49.74,C
갯바위,부산시,이기대,이기대갯바위,49.78,C
갯벌,서천군,선도리,선도리갯벌,49.79,C
갯바위,삼척시,갈남리,갈남해수욕장,49.8,C
갯바위,삼척시,갈남리,갈남해수욕장,49.81,C
갯바위,삼척시,갈남리,갈남해수욕장,49.82,C
갯바위,부산시,이기대,이기대갯바위,49.84,C
갯바위,삼척시,갈남리,갈남해수욕장,49.88,C
갯바위,삼척시,갈남리,갈남해수욕장,49.91,C
갯벌,화성시,제부도,매바위,49.94,C
갯벌,태안군,방포항,할미할아비바위,50.1,C
갯바위,삼척시,갈남리,갈남해수욕장,50.14,C
갯벌,서천군,선도리,선도리갯벌,50.18,C
갯바위,부산시,이기대,이기대갯바위,50.2,C
갯바위,부산시,이기대,이기대갯바위,50.25,C
갯바위,삼척시,갈남리,갈남해수욕장,50.33,C
갯바위,삼척시,갈남리,갈남해수욕장,50.49,C
갯바위,삼척시,갈남리,갈남해수욕장,50.55,C
방파제,영덕군,축산항,축산방파제,50.57,C
갯바위,부산시,대변항,대변항 북측 갯바위,50.62,C
갯바위,삼척시,갈남리,갈남해수욕장,50.65,C
갯바위,부산시,이기대,이기대갯바위,50.65,C
갯바위,부산시,이기대,이기대갯바위,50.66,C
갯바위,삼척시,갈남리,갈남해수욕장,50.68,C
갯바위,삼척시,갈남리,갈남해수욕장,50.69,C
갯바위,삼척시,갈남리,갈남해수욕장,50.83,C
갯바위,부산시,이기대,이기대갯바위,50.83,C
갯벌,서천군,선도리,선도리갯벌,50.86,C
갯바위,부산시,대변항,대변항 북측 갯바위,50.87,C
갯바위,삼척시,갈남리,갈남해수욕장,50.89,C
갯바위,삼척시,갈남리,갈남해수욕장,50.9,C
갯벌,서천군,선도리,선도리갯벌,50.91,C
갯바위,부산시,이기대,이기대갯바위,50.96,C
갯바위,삼척시,갈남리,갈남해수욕장,50.98,C
갯벌,서천군,선도리,선도리갯벌,50.99,C
갯바위,부산시,이기대,이기대갯바위,51.02,C
갯벌,서천군,선도리,선도리갯벌,51.04,C
갯바위,삼척시,갈남리,갈남해수욕장,51.05,C
갯바위,부산시,이기대,이기대갯바위,51.07,C
갯바위,부산시,이기대,이기대갯바위,51.15,C
갯바위,삼척시,갈남리,갈남해수욕장,51.18,C
갯바위,삼척시,갈남리,갈남해수욕장,51.24,C
해수욕장,포항시,오도1리,오도리 해수욕장,51.25,C
갯벌,태안군,방포항,할미할아비바위,51.26,C
갯벌,서천군,선도리,선도리갯벌,51.26,C
갯바위,부산시,대변항,대변항 북측 갯바위,51.27,C
갯바위,삼척시,갈남리,갈남해수욕장,51.29,C
갯바위,삼척시,갈남리,갈남해수욕장,51.3,C
갯바위,삼척시,갈남리,갈남해수욕장,51.34,C
갯바위,삼척시,갈남리,갈남해수욕장,51.34,C
갯벌,서천군,선도리,선도리갯벌,51.35,C
갯벌,서천군,선도리,선도리갯벌,51.39,C
갯바위,삼척시,갈남리,갈남해수욕장,51.4,C
갯벌,서천군,선도리,선도리갯벌,51.43,C
갯벌,태안군,방포항,할미할아비바위,51.44,C
갯바위,부산시,이기대,이기대갯바위,51.49,C
갯벌,서천군,선도리,선도리갯벌,51.49,C
갯바위,부산시,이기대,이기대갯바위,51.51,C
갯바위,부산시,이기대,이기대갯바위,51.52,C
갯벌,서천군,선도리,선도리갯벌,51.53,C
갯벌,서천군,선도리,선도리갯벌,51.56,C
갯바위,삼척시,갈남리,갈남해수욕장,51.57,C
갯바위,부산시,이기대,이기대갯바위,51.59,C
갯바위,삼척시,갈남리,갈남해수욕장,51.64,C
갯바위,부산시,대변항,대변항 북측 갯바위,51.66,C
갯바위,삼척시,갈남리,갈남해수욕장,51.72,C
갯바위,부안군,격포리,채석강,51.77,C
갯벌,서천군,선도리,선도리갯벌,51.8,C
갯벌,서천군,선도리,선도리갯벌,51.85,C
갯바위,삼척시,갈남리,갈남해수욕장,51.87,C
갯바위,삼척시,갈남리,갈남해수욕장,51.89,C
갯바위,삼척시,갈남리,갈남해수욕장,51.9,C
갯바위,부산시,이기대,이기대갯바위,51.95,C
갯벌,태안군,방포항,할미할아비바위,51.99,C
갯바위,삼척시,갈남리,갈남해수욕장,52.07,C
갯바위,삼척시,갈남리,갈남해수욕장,52.07,C
갯바위,삼척시,갈남리,갈남해수욕장,52.1,C
갯벌,태안군,방포항,할미할아비바위,52.11,C
해수욕장,포항시,오도1리,오도리 해수욕장,52.16,C
갯벌,서천군,선도리,선도리갯벌,52.19,C
갯바위,삼척시,갈남리,갈남해수욕장,52.23,C
갯바위,부산시,이기대,이기대갯바위,52.27,C
갯바위,삼척시,갈남리,갈남해수욕장,52.28,C
갯바위,삼척시,갈남리,갈남해수욕장,52.29,C
갯바위,부산시,이기대,이기대갯바위,52.33,C
갯바위,삼척시,갈남리,갈남해수욕장,52.34,C
갯바위,삼척시,갈남리,갈남해수욕장,52.37,C
갯바위,부산시,이기대,이기대갯바위,52.37,C
갯바위,삼척시,갈남리,갈남해수욕장,52.39,C
갯벌,서천군,선도리,선도리갯벌,52.47,C
갯바위,삼척시,갈남리,갈남해수욕장,52.51,C
갯바위,부산시,이기대,이기대갯바위,52.51,C
갯벌,서천군,선도리,선도리갯벌,52.52,C
갯바위,삼척시,갈남리,갈남해수욕장,52.53,C
갯바위,부산시,이기대,이기대갯바위,52.54,C
갯벌,서천군,선도리,선도리갯벌,52.55,C
갯벌,태안군,방포항,할미할아비바위,52.59,C
갯벌,서천군,선도리,선도리갯벌,52.59,C
갯벌,서천군,선도리,선도리갯벌,52.59,C
갯바위,삼척시,갈남리,갈남해수욕장,52.65,C
갯바위,부산시,이기대,이기대갯바위,52.69,C
갯바위,삼척시,갈남리,갈남해수욕장,52.7,C
갯바위,삼척시,갈남리,갈남해수욕장,52.71,C
갯바위,삼척시,갈남리,갈남해수욕장,52.75,C
갯바위,부산시,이기대,이기대갯바위,52.75,C
갯바위,부안군,격포리,채석강,52.82,C
갯바위,삼척시,갈남리,갈남해수욕장,52.88,C
갯벌,태안군,방포항,할미할아비바위,52.89,C
갯바위,부산시,이기대,이기대갯바위,52.92,C
갯바위,삼척시,갈남리,갈남해수욕장,52.96,C
갯벌,서천군,선도리,선도리갯벌,52.97,C
갯바위,삼척시,갈남리,갈남해수욕장,53.01,C
갯바위,삼척시,갈남리,갈남해수욕장,53.01,C
갯벌,서천군,선도리,선도리갯벌,53.05,C
갯바위,부산시,이기대,이기대갯바위,53.08,C
갯바위,삼척시,갈남리,갈남해수욕장,53.11,C
갯바위,부산시,이기대,이기대갯바위,53.11,C
갯벌,서천군,선도리,선도리갯벌,53.11,C
갯바위,삼척시,갈남리,갈남해수욕장,53.16,C
갯벌,서천군,선도리,선도리갯벌,53.21,C
갯바위,부산시,이기대,이기대갯바위,53.23,C
갯바위,부산시,이기대,이기대갯바위,53.25,C
갯바위,삼척시,갈남리,갈남해수욕장,53.29,C
갯벌,서천군,선도리,선도리갯벌,53.33,C
갯바위,삼척시,갈남리,갈남해수욕장,53.34,C
갯바위,삼척시,갈남리,갈남해수욕장,53.4,C
갯바위,부산시,이기대,이기대갯바위,53.4,C
갯바위,삼척시,갈남리,갈남해수욕장,53.41,C
방파제,영덕군,축산항,축산방파제,53.43,C
갯벌,서천군,선도리,선도리갯벌,53.5,C
갯벌,서천군,선도리,선도리갯벌,53.55,C
갯벌,서천군,선도리,선도리갯벌,53.57,C
갯벌,태안군,방포항,할미할아비바위,53.63,C
갯바위,부산시,이기대,이기대갯바위,53.65,C
갯바위,삼척시,갈남리,갈남해수욕장,53.71,C
갯바위,삼척시,갈남리,갈남해수욕장,53.86,C
갯바위,삼척시,갈남리,갈남해수욕장,53.87,C
갯바위,부산시,이기대,이기대갯바위,53.89,C
방파제,영덕군,축산항,축산방파제,53.91,C
방파제,영덕군,축산항,축산방파제,53.95,C
갯벌,서천군,선도리,선도리갯벌,53.98,C
갯바위,삼척시,갈남리,갈남해수욕장,53.99,C
방파제,영덕군,축산항,축산방파제,54.05,C
갯바위,삼척시,갈남리,갈남해수욕장,54.08,C
갯바위,삼척시,갈남리,갈남해수욕장,54.14,C
갯벌,태안군,방포항,할미할아비바위,54.16,C
갯벌,서천군,선도리,선도리갯벌,54.16,C
갯벌,서천군,선도리,선도리갯벌,54.29,C
갯바위,부산시,이기대,이기대갯바위,54.3,C
갯바위,부산시,대변항,대변항 북측 갯바위,54.31,C
갯바위,삼척시,갈남리,갈남해수욕장,54.43,C
갯벌,태안군,방포항,할미할아비바위,54.43,C
갯바위,삼척시,갈남리,갈남해수욕장,54.45,C
갯벌,화성시,제부도,매바위,54.45,C
갯벌,서천군,선도리,선도리갯벌,54.45,C
갯벌,서천군,선도리,선도리갯벌,54.53,C
갯벌,태안군,방포항,할미할아비바위,54.54,C
갯바위,부산시,이기대,이기대갯바위,54.55,C
갯바위,부산시,이기대,이기대갯바위,54.58,C
갯바위,부산시,이기대,이기대갯바위,54.6,C
갯벌,서천군,선도리,선도리갯벌,54.6,C
갯벌,태안군,방포항,할미할아비바위,54.73,C
갯바위,삼척시,갈남리,갈남해수욕장,54.74,C
갯바위,삼척시,갈남리,갈남해수욕장,54.85,C
갯바위,삼척시,갈남리,갈남해수욕장,55.03,C
갯벌,태안군,방포항,할미할아비바위,55.13,C
갯벌,서천군,선도리,선도리갯벌,55.15,C
갯바위,삼척시,갈남리,갈남해수욕장,55.16,C
갯바위,삼척시,갈남리,갈남해수욕장,55.19,C
갯바위,삼척시,갈남리,갈남해수욕장,55.2,C
갯벌,태안군,방포항,할미할아비바위,55.24,C
갯벌,서천군,선도리,선도리갯벌,55.27,C
방파제,영덕군,축산항,축산방파제,55.37,C
갯바위,부산시,이기대,이기대갯바위,55.41,C
갯바위,부산시,이기대,이기대갯바위,55.42,C
갯바위,부산시,이기대,이기대갯바위,55.55,C
갯벌,서천군,선도리,선도리갯벌,55.68,C
갯바위,삼척시,갈남리,갈남해수욕장,55.71,C
갯바위,부산시,이기대,이기대갯바위,55.75,C
갯벌,서천군,선도리,선도리갯벌,55.76,C
갯벌,서천군,선도리,선도리갯벌,55.86,C
갯바위,부산시,이기대,이기대갯바위,55.91,C
갯벌,서천군,선도리,선도리갯벌,56.05,C
갯바위,부산시,이기대,이기대갯바위,56.06,C
갯벌,서천군,선도리,선도리갯벌,56.08,C
갯벌,서천군,선도리,선도리갯벌,56.09,C
갯바위,삼척시,갈남리,갈남해수욕장,56.13,C
갯바위,삼척시,갈남리,갈남해수욕장,56.17,C
갯바위,부산시,이기대,이기대갯바위,56.26,C
갯바위,부안군,격포리,채석강,56.26,C
갯바위,삼척시,갈남리,갈남해수욕장,56.28,C
갯바위,부산시,이기대,이기대갯바위,56.29,C
갯벌,서천군,선도리,선도리갯벌,56.31,C
갯벌,화성시,제부도,매바위,56.33,C
갯벌,서천군,선도리,선도리갯벌,56.34,C
갯바위,삼척시,갈남리,갈남해수욕장,56.36,C
갯바위,삼척시,갈남리,갈남해수욕장,56.37,C
갯벌,서천군,선도리,선도리갯벌,56.41,C
갯바위,삼척시,갈남리,갈남해수욕장,56.5,C
갯바위,삼척시,갈남리,갈남해수욕장,56.5,C
갯바위,삼척시,갈남리,갈남해수욕장,56.51,C
갯바위,삼척시,갈남리,갈남해수욕장,56.51,C
갯바위,삼척시,갈남리,갈남해수욕장,56.66,C
갯바위,부안군,격포리,채석강,56.68,C
갯바위,삼척시,갈남리,갈남해수욕장,56.71,C
갯벌,서천군,선도리,선도리갯벌,56.76,C
갯바위,부산시,이기대,이기대갯바위,56.79,C
갯바위,부산시,이기대,이기대갯바위,56.88,C
갯바위,삼척시,갈남리,갈남해수욕장,56.9,C
갯바위,삼척시,갈남리,갈남해수욕장,56.92,C
갯바위,부산시,이기대,이기대갯바위,57.11,C
갯바위,부산시,이기대,이기대갯바위,57.22,C
갯벌,서천군,선도리,선도리갯벌,57.22,C
갯벌,서천군,선도리,선도리갯벌,57.23,C
갯바위,삼척시,갈남리,갈남해수욕장,57.3,C
갯벌,서천군,선도리,선도리갯벌,57.31,C
갯바위,삼척시,갈남리,갈남해수욕장,57.33,C
갯바위,삼척시,갈남리,갈남해수욕장,57.45,C
갯바위,삼척시,갈남리,갈남해수욕장,57.47,C
갯벌,서천군,선도리,선도리갯벌,57.52,C
갯바위,삼척시,갈남리,갈남해수욕장,57.6,C
갯벌,서천군,선도리,선도리갯벌,57.63,C
갯벌,서천군,선도리,선도리갯벌,57.65,C
갯벌,서천군,선도리,선도리갯벌,57.67,C
갯벌,태안군,방포항,할미할아비바위,57.71,C
갯바위,부산시,이기대,이기대갯바위,57.77,C
갯벌,서천군,선도리,선도리갯벌,57.82,C
갯바위,부산시,이기대,이기대갯바위,57.88,C
갯바위,부산시,이기대,이기대갯바위,57.94,C
갯벌,서천군,선도리,선도리갯벌,58.08,C
갯벌,서천군,선도리,선도리갯벌,58.1,C
갯벌,서천군,선도리,선도리갯벌,58.19,C
갯바위,부산시,이기대,이기대갯바위,58.21,C
갯바위,부산시,이기대,이기대갯바위,58.29,C
갯벌,서천군,선도리,선도리갯벌,58.36,C
갯바위,부산시,대변항,대변항 북측 갯바위,58.45,C
갯벌,서천군,선도리,선도리갯벌,58.49,C
갯바위,삼척시,갈남리,갈남해수욕장,58.51,C
갯바위,삼척시,갈남리,갈남해수욕장,58.53,C
갯바위,부산시,이기대,이기대갯바위,58.61,C
갯벌,서천군,선도리,선도리갯벌,58.66,C
갯벌,태안군,방포항,할미할아비바위,58.67,C
갯벌,서천군,선도리,선도리갯벌,58.77,C
갯바위,삼척시,갈남리,갈남해수욕장,58.79,C
갯벌,태안군,방포항,할미할아비바위,58.82,C
갯바위,부산시,이기대,이기대갯바위,58.94,C
갯바위,삼척시,갈남리,갈남해수욕장,59.02,C
갯바위,삼척시,갈남리,갈남해수욕장,59.17,C
갯바위,부산시,이기대,이기대갯바위,59.19,C
갯벌,서천군,선도리,선도리갯벌,59.28,C
갯벌,서천군,선도리,선도리갯벌,59.46,C
갯벌,태안군,방포항,할미할아비바위,59.58,C
갯바위,삼척시,갈남리,갈남해수욕장,59.61,C
갯바위,삼척시,갈남리,갈남해수욕장,59.68,C
갯벌,태안군,방포항,할미할아비바위,59.83,C
갯벌,서천군,선도리,선도리갯벌,59.97,C
갯벌,서천군,선도리,선도리갯벌,60,D
갯벌,서천군,선도리,선도리갯벌,60.16,D
해수욕장,포항시,오도1리,오도리 해수욕장,60.17,D
갯바위,삼척시,갈남리,갈남해수욕장,60.26,D
갯바위,삼척시,갈남리,갈남해수욕장,60.31,D
갯바위,부안군,격포리,채석강,60.33,D
갯바위,부산시,이기대,이기대갯바위,60.39,D
갯벌,서천군,선도리,선도리갯벌,60.39,D
갯바위,삼척시,갈남리,갈남해수욕장,60.41,D
갯바위,삼척시,갈남리,갈남해수욕장,60.57,D
갯바위,부산시,이기대,이기대갯바위,60.59,D
갯바위,부산시,이기대,이기대갯바위,60.81,D
갯바위,삼척시,갈남리,갈남해수욕장,60.84,D
갯바위,삼척시,갈남리,갈남해수욕장,61.28,D
갯벌,태안군,방포항,할미할아비바위,61.38,D
갯벌,서천군,선도리,선도리갯벌,61.39,D
갯벌,서천군,선도리,선도리갯벌,61.6,D
갯바위,부안군,격포리,채석강,61.63,D
갯벌,서천군,선도리,선도리갯벌,61.77,D
해수욕장,포항시,오도1리,오도리 해수욕장,61.79,D
갯바위,부안군,격포리,채석강,61.8,D
갯바위,부산시,이기대,이기대갯바위,61.89,D
갯벌,태안군,방포항,할미할아비바위,61.95,D
갯바위,부산시,이기대,이기대갯바위,62.01,D
갯바위,부산시,이기대,이기대갯바위,62.12,D
갯바위,삼척시,갈남리,갈남해수욕장,62.14,D
갯벌,서천군,선도리,선도리갯벌,62.15,D
갯바위,삼척시,갈남리,갈남해수욕장,62.16,D
갯바위,삼척시,갈남리,갈남해수욕장,62.21,D
